ID,Gender,Birth Date,Jobcat,Job Time,Prev Exp,Minority
81138,f,45946,2,83,81,0
61522,f,40673,2,67,14,1
45402,f,42648,1,94,413,1
19212,m,41782,2,81,136,0
76040,f,44027,2,81,307,0
81434,f,42682,2,78,293,0
36862,f,47988,3,96,468,1
12956,m,40044,1,67,297,0
28161,m,42438,3,98,261,0
51436,m,49906,2,91,313,0
38823,f,47425,2,84,94,1
64161,m,41795,1,83,263,1
30828,m,48223,3,64,445,0
52645,m,45809,3,84,364,1
30871,f,45519,3,80,299,0
36374,m,42767,2,83,319,1
28531,m,47091,1,93,243,1
91092,f,47953,3,61,249,0
60261,f,45647,2,75,434,0
21211,f,49963,2,89,401,1
17084,f,49648,3,78,376,1
16759,m,41742,1,81,243,1
20133,m,47982,3,65,92,1
72532,f,46108,1,83,263,1
92554,m,44070,1,86,191,1
29736,f,44969,2,89,379,0
53978,f,46429,2,68,39,0
37246,f,48599,2,81,303,0
71357,m,43959,3,85,316,1
84404,m,40434,3,78,118,1
26945,f,43186,2,87,323,0
74135,m,44457,3,94,298,1
96577,f,45631,3,97,76,1
95441,m,48422,1,81,19,0
51574,f,49875,3,71,232,1
75601,m,49512,1,65,342,0
41023,m,43157,3,62,317,1
45112,m,42787,3,76,390,1
48717,f,46207,1,68,237,1
70883,f,41054,1,86,273,1
77044,m,42047,3,73,239,1
83024,f,47535,2,84,383,1
2313,m,41054,3,77,91,0
34056,f,43224,2,84,92,0
1866,f,47710,3,96,77,1
55160,f,46972,1,63,459,1
16865,f,42679,2,79,378,0
3835,f,42141,1,77,188,0
35913,m,44341,1,99,338,1
92516,f,45641,2,77,428,0
18344,m,44076,1,64,80,0
7017,m,46495,3,99,45,1
42906,m,41361,2,97,258,0
73400,m,46004,1,85,141,0
47003,m,40655,1,61,431,0
60473,f,44234,1,89,401,0
49000,m,44644,1,99,459,1
52922,f,43611,2,89,440,0
72740,m,42574,3,69,293,0
12128,m,46265,1,99,355,1
93877,f,44333,1,69,73,1
34793,m,43161,2,76,263,1
93090,f,41560,1,83,190,1
91487,m,40984,2,80,241,0
92860,f,41655,1,87,373,0
75218,f,46599,3,75,241,1
81621,f,44927,2,65,334,1
33095,m,44541,1,80,22,0
70120,m,44297,2,84,104,1
557,m,44062,3,90,320,1
54564,m,47437,2,73,169,1
93849,f,41418,1,81,285,0
62259,m,41844,3,65,164,0
25796,f,44232,1,95,293,1
15857,m,46007,1,68,126,1
20046,m,49595,1,81,232,0
72740,m,44927,2,67,79,1
67020,m,47411,1,89,161,0
49277,m,48459,1,97,314,0
95543,m,48693,3,87,342,1
50039,f,40856,3,92,284,0
24130,f,47094,2,67,71,1
79819,f,49977,2,91,69,1
89205,m,45381,1,98,338,0
91173,f,43846,2,87,314,0
92860,m,44449,3,66,169,1
15643,f,41876,1,83,188,0
33592,f,41988,1,61,408,0
22961,f,40968,2,75,390,0
11460,m,42156,1,99,447,1
33161,m,43720,3,95,5,1
96589,m,40630,3,85,132,0
17566,f,48459,3,85,115,1
75601,m,41648,3,62,423,0
46992,f,46379,3,89,182,0
27737,m,49726,3,92,198,0
60879,m,49583,1,98,428,1
76040,m,41683,1,60,60,1
95740,m,43694,2,81,316,1
56867,m,41895,3,75,23,0
15553,m,40343,2,71,121,0
52294,m,48829,3,63,350,0
32151,m,49912,3,94,368,0
31579,m,43618,1,97,316,0
14348,m,45352,1,69,39,0
64427,m,48797,1,92,74,1
21270,f,41597,1,90,457,1
84482,m,44194,3,74,465,1
56576,f,40548,3,72,18,0
33152,m,46780,1,80,186,0
64764,m,45331,3,81,272,0
6372,m,47736,3,92,26,0
69927,m,48086,2,81,163,0
6316,m,47781,1,65,280,0
71464,f,46765,1,84,358,1
31429,m,47502,1,95,283,0
53086,m,43352,1,75,173,1
81324,f,48022,2,97,417,0
56671,m,47205,1,92,176,0
35700,m,48185,1,83,262,0
86632,m,47342,3,68,451,0
96611,m,41352,1,70,317,0
15755,m,46500,1,82,334,0
90117,f,42148,2,76,48,0
87059,m,40385,2,68,290,0
74207,m,41849,1,81,374,1
94322,f,47879,2,89,47,0
15755,m,47670,3,73,258,1
38619,m,47292,3,67,189,0
96411,f,45385,1,62,207,1
30908,f,40015,2,77,259,0
88400,f,43681,1,78,33,1
60316,m,45960,1,79,418,0
88400,m,43096,1,64,339,1
80587,f,49032,2,90,92,0
51574,m,49726,1,60,36,0
25116,m,45947,1,86,250,1
61522,f,40172,3,71,276,1
18457,m,42503,1,74,413,1
32447,f,43143,1,86,231,1
85020,m,43858,2,73,188,1
79819,f,41231,1,68,203,1
96154,m,49233,2,75,227,1
20836,f,41172,3,64,163,1
98373,m,44098,1,96,192,1
12127,m,42582,2,80,428,0
14480,m,44136,1,92,299,0
55610,f,42767,2,88,428,0
9093,f,45145,1,62,275,1
62259,m,48756,2,70,451,0
22582,m,41234,3,71,31,1
65844,m,46164,1,87,382,0
87586,m,40309,3,82,147,0
11986,f,49939,1,69,218,0
79339,f,48922,3,65,91,1
98373,m,45212,2,65,133,1
17402,f,43467,3,71,339,0
11006,f,44746,1,83,373,1
46531,f,40492,3,96,297,0
30973,m,47599,1,97,294,1
87363,m,41905,3,95,77,0
95292,m,47104,1,65,308,0
48159,f,42109,2,69,91,0
99520,f,47737,1,84,297,1
19305,f,42777,2,98,271,1
59288,m,41226,3,64,81,0
67106,f,49205,1,66,444,1
31495,f,48073,2,75,428,0
67675,f,48797,3,79,130,1
81621,f,42984,1,65,266,1
23647,m,42780,1,89,287,0
77642,m,45404,1,94,262,1
68245,f,40485,2,63,297,1
7698,f,43352,2,60,277,1
12020,f,41628,2,62,299,1
66794,f,42643,1,63,352,0
7336,f,45447,1,99,326,0
54484,f,45984,3,81,134,1
24365,f,47431,2,92,354,1
76477,m,48248,2,69,225,1
39148,f,47104,1,79,424,0
20133,m,40995,1,60,124,0
71419,m,40171,3,68,258,0
69927,m,43339,3,99,225,0
83669,m,41926,2,73,397,1
56140,f,43589,2,95,394,1
28161,m,48629,3,98,5,1
18245,f,40314,1,93,361,1
5922,m,43585,1,87,428,1
5697,f,45262,3,95,301,1
27889,m,44449,3,95,77,1
85020,m,43521,2,73,264,0
64800,f,45208,3,61,118,1
19779,m,41664,3,88,145,0
67091,f,49547,1,85,342,1
72056,m,45071,3,81,452,1
93915,m,42743,2,82,231,1
23058,m,46408,2,75,92,0
90796,m,49822,1,93,384,0
29736,m,44439,1,75,28,0
65085,f,46715,1,68,221,0
96611,m,42687,3,86,74,1
837,f,42702,3,67,335,0
62906,f,49315,3,72,427,0
14636,f,47011,1,82,421,0
88166,f,47437,2,70,234,1
83622,m,40518,1,81,404,0
23831,f,45620,1,88,156,0
20046,m,40995,2,97,243,0
36583,m,45841,1,62,305,1
71185,m,48086,2,62,278,0
66781,m,45208,3,70,362,1
17084,m,46089,2,72,167,0
68061,f,40015,3,79,74,0
96959,m,42430,3,74,319,0
31579,m,48797,2,97,227,1
72740,f,47169,2,90,127,1
77583,m,44397,2,87,403,1
30797,m,44069,1,85,191,0
79339,m,40843,1,77,334,0
51913,f,43243,1,99,262,1
28531,f,44297,2,78,354,0
14296,m,47832,3,61,327,0
42687,m,49486,3,69,47,1
25116,m,49776,3,89,342,1
18156,f,47788,2,70,361,0
21211,f,41459,1,96,440,0
42273,m,44033,3,87,293,0
35786,f,40674,2,99,50,0
73223,m,48599,2,94,261,0
8124,m,40381,2,92,338,0
93147,f,48664,1,89,39,0
91197,m,45558,1,90,218,0
28321,f,47954,3,62,213,0
7730,f,42222,2,77,360,0
35700,m,42610,3,66,259,0
49277,f,45761,1,60,21,0
38823,f,44929,1,96,259,1
65056,m,48417,1,86,19,0
53558,f,42773,2,90,472,0
84081,m,46184,1,72,50,0
11010,f,40518,2,60,121,1
93915,m,41683,2,91,299,0
56867,f,41377,3,91,395,1
76529,f,41104,1,90,346,1
5629,f,44336,2,94,209,0
36938,m,48516,3,89,384,1
35700,m,42425,2,74,297,1
21211,f,47713,2,70,282,1
16919,f,44257,1,97,0,0
49555,f,41927,2,87,35,1
95999,m,42729,2,64,209,1
65362,m,47565,3,71,26,0
48139,m,47210,1,81,142,0
55811,m,41813,2,62,315,0
38619,f,41234,3,85,432,0
46322,m,49184,3,68,142,0
13332,f,45996,1,67,264,0
51574,m,45101,1,91,15,1
91874,m,47255,3,62,316,0
60635,f,49379,3,99,453,1
58166,f,49249,2,71,158,1
23647,f,44990,2,83,204,0
62025,f,42117,3,83,156,1
14296,m,47670,2,62,145,0
18344,m,40900,2,85,44,0
99095,m,41438,3,88,402,1
38276,f,48086,1,85,187,1
46131,f,43199,1,84,273,0
45339,m,49752,2,84,164,0
37893,m,46754,1,95,18,0
49924,f,48667,1,77,164,0
59925,f,47706,3,81,314,0
42906,m,44313,2,97,308,0
9093,f,44897,2,79,160,0
1524,m,41597,3,83,182,0
15326,m,48062,1,79,92,1
33095,f,44960,2,67,187,1
6161,m,46936,3,92,465,1
12228,f,40171,2,96,452,1
4284,f,40553,3,75,334,1
50003,m,44027,3,61,16,0
23004,m,47117,3,89,434,1
2410,m,49996,1,82,160,0
73332,m,45209,2,91,176,0
939,f,47710,3,89,319,0
22629,m,42746,2,71,374,0
88327,f,49205,2,89,0,1
82415,f,48809,3,60,278,1
16865,f,41191,3,91,263,0
25116,m,43183,1,68,437,1
73689,m,40001,2,66,444,1
26640,m,47824,3,71,167,1
56358,f,42722,1,80,340,0
90030,f,41218,1,87,263,0
30871,m,43504,3,88,406,1
57355,f,48487,1,64,380,0
23306,m,46644,2,68,250,1
84482,m,43123,3,63,180,0
51016,f,41148,3,86,239,1
95441,f,42330,2,83,102,0
64425,f,42043,2,86,226,0
97231,f,41727,3,78,402,1
45339,m,41224,1,95,422,0
4675,f,48390,2,60,81,1
94633,m,47612,2,73,218,1
93090,f,43125,2,87,31,0
12127,f,43611,2,97,422,0
38623,f,43314,1,85,22,0
5044,m,41655,1,89,411,1
68770,f,41962,1,95,263,0
2469,f,44457,2,67,90,0
42669,m,46003,1,71,174,1
35368,f,42355,3,61,229,1
24298,m,42355,1,98,439,1
89992,f,45328,3,61,4,0
6161,f,42165,1,77,232,1
5697,f,42206,1,75,334,1
10179,m,42848,3,86,280,1
10582,m,40673,2,86,83,0
46065,f,49290,3,78,263,0
3420,f,45262,3,72,202,1
24274,m,40146,1,60,123,0
94747,m,45447,3,63,349,1
50456,f,48659,1,62,269,1
5328,m,49640,3,99,3,0
15527,f,42576,2,78,14,1
10563,f,41648,1,99,136,0
22582,m,40668,2,76,470,0
32447,f,40451,1,68,202,0
19553,f,44944,2,93,39,1
48231,f,49595,2,89,186,0
45307,m,44442,1,76,79,1
31429,f,43779,1,83,60,0
48717,f,41524,2,78,52,0
9756,m,40171,1,94,14,1
76863,m,44199,1,71,22,0
89196,f,41257,3,83,433,0
97443,f,47502,3,68,325,0
4270,m,48395,1,89,58,1
87760,m,40836,1,71,231,1
71124,f,48923,3,96,136,1
91487,m,42160,3,84,415,1
55657,f,42982,1,60,408,0
19787,f,49419,1,96,332,0
91074,m,41727,1,67,326,1
14636,m,47210,3,83,433,1
40364,f,45664,1,97,289,1
33513,f,40610,3,97,48,0
62797,m,40492,2,74,147,1
939,f,48073,2,89,263,1
19046,m,46783,1,89,299,1
82863,m,41813,1,76,404,1
35100,m,48688,1,63,346,0
83706,m,45969,1,73,207,0
37246,f,45331,3,79,14,0
56504,f,40336,2,73,52,1
85886,m,42616,1,85,234,0
75218,m,45333,3,78,167,1
47701,f,44356,3,71,329,0
91151,m,40406,1,90,107,0
31207,m,49305,1,61,338,0
64764,m,42721,1,83,102,0
1869,m,47089,2,71,421,1
22472,f,48659,2,98,81,0
11295,f,43858,2,77,460,1
8361,f,40844,3,99,403,0
56810,f,40034,1,83,126,0
91874,m,49235,3,69,326,0
41967,m,43533,1,72,66,0
59473,m,43534,3,62,239,0
98373,m,45145,2,84,422,1
54478,m,40610,3,90,157,1
77014,f,46545,2,96,140,1
25116,m,48516,1,86,231,0
1090,f,48877,2,90,70,0
21468,m,49314,1,85,247,0
28941,f,42298,1,90,258,0
37680,f,43059,3,74,390,1
79819,m,40518,1,91,450,0
27889,f,46301,1,99,151,0
88904,f,42777,3,74,116,1
93481,m,45161,1,88,138,1
24365,m,42787,2,89,434,1
95235,m,41863,2,84,30,1
97240,f,44194,2,80,22,1
40437,f,40431,2,65,431,1
44028,m,43166,3,91,318,0
31162,f,46436,3,80,226,1
88280,f,47502,1,82,251,1
14344,m,42610,2,78,436,0
2883,f,41084,2,77,160,0
39936,m,48797,2,60,329,0
11460,m,47799,3,65,33,0
72535,f,45936,3,95,333,0
99770,m,47301,2,72,364,0
62535,f,49964,3,95,201,1
66794,f,43981,1,68,263,0
59485,m,44737,2,73,260,0
98463,f,46627,1,66,385,0
79999,m,43808,3,80,83,0
26307,m,44969,2,65,111,0
35173,f,49096,2,78,252,0
14666,f,42616,2,91,314,1
86816,f,40891,3,85,381,1
45339,m,45969,1,63,255,0
34173,f,43533,1,88,305,1
45199,m,42222,3,94,338,1
79819,f,42298,3,73,86,1
65374,m,46299,1,92,379,1
38072,f,47056,2,69,231,0
71185,m,45385,1,98,158,1
51913,f,46175,3,69,71,0
45129,m,45145,3,65,108,0
92516,m,40817,3,64,319,1
68512,f,48062,1,97,232,1
33881,f,41171,1,71,319,1
77014,m,40686,3,69,66,0
86632,m,48417,2,97,164,1
81139,m,43365,3,81,114,1
92516,m,45071,2,89,87,0
59858,m,41628,2,82,342,1
23132,f,43764,2,90,470,1
23795,f,46935,2,85,462,1
1586,f,44473,1,64,32,0
24110,f,42008,2,98,244,0
93197,f,48180,1,75,461,1
29736,f,43116,3,69,74,0
74434,f,43243,2,74,137,0
55610,f,43648,2,84,141,0
64873,m,49266,2,62,2,1
69559,f,48103,2,85,14,1
34596,m,44394,3,71,262,1
4675,f,42542,1,71,65,0
31403,m,42089,2,85,192,1
74580,m,45476,2,93,228,1
10566,m,40492,1,99,110,1
96959,m,41299,3,97,120,1
13858,f,44187,1,66,34,1
2981,f,41336,3,91,19,1
22814,f,41929,3,68,455,0
62664,m,46605,3,89,383,1
83690,m,47112,1,99,232,1
40385,m,48740,2,92,272,0
45307,f,45936,2,62,123,0
55212,m,45310,1,91,26,1
19046,f,43510,1,96,190,0
55220,f,45960,2,93,182,1
6393,f,42610,2,62,423,0
23132,f,45123,2,75,398,0
75585,f,40790,3,85,57,1
23647,m,44610,2,75,239,1
27254,f,48390,2,99,273,1
42506,m,43704,2,68,142,1
27335,f,49184,2,95,121,0
98463,f,44746,1,83,116,0
8528,m,44672,2,65,190,0
51283,m,47337,2,93,80,1
31495,f,46482,1,88,208,0
24003,f,43123,1,85,270,0
79339,m,47713,2,85,109,0
81324,f,46620,3,80,19,1
18607,f,47517,3,79,456,1
32544,f,42793,1,65,303,0
26307,f,43374,2,75,163,0
74546,m,43764,2,96,109,0
99770,m,40646,1,76,108,1
81865,f,42616,3,78,372,0
45973,m,48492,3,60,243,0
37447,f,47094,3,64,346,1
94747,m,49173,2,97,452,1
61692,f,49977,3,65,182,1
12020,m,43678,3,75,134,1
40385,f,47084,2,73,435,0
94765,m,49939,1,95,243,0
36527,f,42093,1,67,422,1
11956,m,42021,1,83,348,1
1869,f,47612,1,75,252,0
40437,f,46207,3,65,67,1
13222,f,44870,3,91,188,1
73675,m,42237,1,96,136,1
70648,m,46719,1,90,271,0
74580,m,49935,2,87,308,1
37963,m,49446,1,66,314,1
84640,f,44257,3,61,415,1
24130,m,46935,2,89,434,1
44141,f,45809,3,83,120,0
62664,f,44439,3,96,187,1
57267,m,47971,3,97,406,1
80578,f,49803,1,87,2,1
78194,m,46827,2,94,398,0
65971,f,42093,2,94,401,1
4033,m,48396,1,60,68,0
67020,f,42030,3,62,449,1
33881,m,41625,2,66,294,1
28161,m,43682,3,87,362,1
16449,f,40143,1,71,278,1
96154,m,40790,3,97,239,0
84399,m,40360,3,73,119,0
91740,f,40518,2,74,381,0
72410,f,46516,3,67,158,1
5794,m,48524,1,67,326,0
52528,m,45134,1,64,344,1
12504,f,45842,2,74,388,0
30476,m,49768,3,84,376,0
71880,f,43077,3,68,389,1
2469,f,42287,3,72,227,1
79730,f,40182,3,86,159,0
56030,m,47781,3,74,2,1
73267,f,40518,2,63,126,1
61044,f,45510,3,65,116,0
10351,m,43096,1,97,424,1
59297,f,47612,2,87,326,1
2685,f,43666,2,91,205,0
97195,f,40187,1,87,14,1
87237,f,49246,1,78,29,1
19787,f,48980,1,79,96,0
24003,m,43116,2,88,175,1
84081,m,44929,2,83,102,1
46552,f,40343,3,62,14,1
52141,f,47954,2,61,12,1
50798,m,40918,1,60,198,1
48139,m,45278,1,87,297,1
31207,f,48546,2,87,285,0
46756,f,48516,1,69,218,1
27889,f,46845,3,67,348,0
54227,m,48061,2,79,339,0
60879,f,44575,3,98,335,0
16759,m,41567,3,79,231,1
26638,f,49977,3,76,29,1
72217,f,42342,1,89,418,0
50003,f,48481,3,69,385,0
12956,m,42687,1,75,37,0
75601,f,44244,3,89,135,0
9759,m,44541,1,67,182,0
9637,m,45274,3,61,63,1
6177,m,48395,3,91,276,1
65278,f,45627,1,93,4,1
84081,m,46461,1,73,335,0
97304,f,42169,1,96,232,0
85886,m,44232,2,70,102,0
22472,f,49266,2,84,207,1
16869,m,41742,3,75,421,0
87363,f,40309,3,70,196,0
49443,m,49205,3,87,248,1
20639,m,43339,2,64,449,1
23982,f,44034,1,62,104,1
15073,f,45406,2,73,453,1
70648,f,41473,2,97,97,1
5980,m,45209,1,98,220,0
11006,m,49583,2,92,117,1
31403,m,45984,2,64,294,1
43343,m,42141,2,85,360,0
30789,m,48390,1,97,90,1
1465,f,41628,1,60,161,0
67091,f,41257,3,81,180,0
62025,f,41742,2,67,402,1
39936,m,42165,1,76,116,1
29786,m,40406,1,79,311,0
15553,f,49726,3,65,248,0
84640,m,44085,3,94,200,0
557,m,46029,2,94,264,0
75238,m,42530,3,83,461,0
81139,f,48428,2,60,39,1
7698,f,44435,2,62,281,0
79819,m,44473,2,73,431,1
96858,f,48829,1,66,70,1
3031,m,44147,2,70,163,0
69108,f,47060,2,93,452,1
23132,f,42299,1,89,92,0
9756,m,48622,2,83,81,0
7815,m,41625,2,90,234,1
42103,m,49114,2,82,39,1
33158,f,40843,3,89,16,0
59288,f,45942,2,79,142,1
37997,m,47612,2,89,346,1
72740,f,43413,1,87,470,0
71223,f,43720,1,62,450,1
88751,f,49479,3,73,167,0
38584,f,47958,3,68,202,0
1090,m,44960,2,68,98,0
3929,f,42773,3,67,314,1
51602,m,46004,2,85,373,0
78263,m,45647,1,73,299,0
44041,m,44232,2,64,106,1
65102,f,45678,1,95,132,1
76301,m,46923,1,80,358,0
84612,f,42910,1,81,452,0
4947,m,47989,1,98,130,0
40462,m,47247,3,60,361,0
86921,f,42793,3,81,23,1
24440,f,45958,2,89,373,1
42348,f,45208,3,81,122,1
2792,m,48089,1,94,338,1
40437,f,41191,3,83,342,1
53259,m,47778,2,97,255,0
76040,m,49822,2,83,465,1
50918,f,46827,1,83,356,1
36527,m,49876,1,96,383,0
65102,f,40338,2,75,17,1
23026,m,44970,1,60,118,0
96969,m,42089,1,89,241,1
58511,m,42054,1,79,12,0
30389,m,43694,3,79,192,1
96154,m,45573,3,82,188,1
14396,m,41475,3,98,230,1
61075,m,43077,1,74,156,0
25083,f,41473,1,73,401,1
46552,m,40143,2,93,136,0
83674,f,43332,3,68,143,1
68851,m,46474,3,83,114,0
83264,m,42192,3,67,132,0
33835,m,42234,3,74,134,1
17387,m,44313,1,61,352,1
28321,f,43467,3,97,452,1
78768,m,41299,2,69,455,0
50033,f,44510,1,91,190,1
29033,f,41238,3,78,151,1
11153,m,43486,1,90,159,0
73675,m,42980,3,98,287,1
95999,f,48094,3,85,45,1
54474,m,47982,2,73,56,1
53259,m,43117,2,73,284,1
75744,m,42160,1,93,347,1
39271,m,41962,2,77,450,1
66899,f,47971,1,67,117,1
85020,f,48248,1,66,242,1
88405,f,44669,2,67,145,1
38155,f,47359,2,60,72,1
766,m,42441,2,99,157,1
88367,f,49456,2,65,200,0
21688,f,46845,2,62,174,1
84793,f,41247,2,63,326,0
53147,m,41377,2,95,209,1
11401,m,44011,1,99,352,1
99770,m,44397,1,83,280,0
14074,f,41672,3,72,114,1
5922,m,41706,1,73,284,0
13128,m,43611,2,95,97,1
86921,m,44575,3,78,468,0
15492,m,42116,3,87,419,1
23590,f,47677,3,81,472,1
71124,f,44574,1,66,338,1
10794,f,48599,3,91,352,0
37136,m,47169,1,64,40,1
19555,f,44168,2,86,247,1
62906,m,48289,2,82,193,0
30797,f,47515,3,71,118,1
33161,m,49609,3,79,173,0
64800,f,40292,3,68,233,0
94322,f,40165,3,85,175,0
61138,m,45536,2,84,242,0
48639,m,49803,1,84,258,1
68514,f,49315,1,68,191,0
97231,m,49912,2,94,470,0
26460,f,41655,1,66,334,1
33161,f,48390,3,70,232,1
68148,m,44633,1,77,247,1
31429,m,41356,3,92,116,0
19144,m,49456,2,75,41,1
32036,m,44436,3,60,88,0
29638,f,42125,1,88,355,1
72532,m,49314,2,75,76,0
45250,m,40646,2,87,96,0
62839,f,42687,1,70,146,0
22814,m,45328,1,85,191,0
17835,m,43808,2,60,24,1
28223,f,44270,3,60,354,1
99770,f,42503,1,96,34,1
20094,f,45904,1,71,271,0
68179,f,45200,2,87,30,0
21719,f,40510,3,65,358,0
5697,f,46207,2,61,264,0
24171,m,46945,1,78,114,1
2634,f,41567,1,66,326,1
81732,m,46796,1,82,188,0
72535,m,45116,2,69,101,1
55648,m,46976,1,84,364,0
30073,m,40864,2,73,181,0
23954,f,43195,3,97,266,1
40462,f,42682,3,85,375,1
44442,f,40337,2,71,225,0
87760,f,43157,1,70,188,0
14794,f,40906,1,90,27,0
35913,m,42043,3,89,405,1
59932,m,48417,1,73,155,0
27025,f,47429,1,97,279,0
24054,m,46082,3,74,108,0
35896,f,45787,1,70,121,0
45390,f,41492,3,90,330,0
44295,m,42232,2,89,366,0
69227,f,42131,3,90,417,0
2883,m,41628,3,64,218,1
45129,m,47163,1,77,143,0
88744,m,44944,1,83,157,1
10794,f,40090,2,63,290,1
93090,m,45077,1,75,76,1
27889,f,47166,1,61,321,1
24288,f,48674,2,61,321,0
25116,f,44870,2,88,239,1
62535,f,45406,1,62,472,0
91151,f,41813,3,86,452,1
63832,f,41672,1,60,342,1
16865,f,45536,2,61,155,1
64800,f,46780,1,73,242,1
30695,f,49266,3,68,158,1
26460,f,48066,1,91,106,0
20960,f,40797,1,93,196,0
68488,f,45787,2,98,222,0
75393,m,48241,1,97,256,1
51164,f,44183,1,78,14,1
44295,f,46164,1,92,275,0
24298,f,47169,3,73,382,1
20046,m,44133,3,73,338,1
18220,f,48262,3,98,182,0
77127,f,48396,2,95,144,0
74991,f,44235,2,65,287,0
11013,f,49683,3,60,367,1
18606,m,43589,1,82,321,1
33709,f,44437,3,84,317,1
52277,f,40995,3,98,455,1
16202,m,40673,3,86,298,0
11013,f,41927,1,78,181,0
77366,f,41249,3,93,395,1
20666,f,42103,1,94,94,1
8348,f,44826,1,71,65,0
59694,m,45946,1,98,326,1
71911,m,42237,1,92,176,1
31576,m,45538,3,98,169,0
56504,f,43157,2,68,437,0
86912,m,42046,2,67,417,1
1465,f,47083,2,72,169,1
6378,f,43166,1,64,230,1
52922,f,41567,1,86,124,1
42597,f,47737,2,71,224,1
58579,f,43625,1,75,121,0
65971,f,49096,2,60,134,1
42506,f,44437,2,83,118,1
57500,f,45969,3,64,269,0
65979,f,49935,3,97,465,0
64303,m,46058,2,61,202,1
51778,f,43439,1,66,133,0
42506,m,45404,1,75,74,0
96580,m,48540,2,85,285,1
74578,m,41601,2,63,77,0
67091,f,43361,1,77,452,1
49924,f,49875,3,66,221,1
14074,f,40215,2,60,157,0
96959,f,42578,1,92,75,1
47259,m,48797,3,66,470,0
7067,f,43117,1,78,342,1
75285,m,40143,1,64,8,1
17887,f,49768,3,86,262,0
88751,m,45084,3,82,326,1
33835,m,41844,3,67,118,0
46345,f,49218,3,90,307,1
37997,f,46379,1,95,470,1
83264,f,44270,2,68,17,0
14784,f,44473,3,97,175,1
30476,m,48740,1,61,368,0
22629,m,40893,2,79,252,1
27889,m,40748,2,80,462,0
47701,m,47182,3,95,349,0
18050,m,41752,3,79,269,1
51514,m,44644,1,69,39,0
35293,f,46545,2,87,464,0
59995,f,42333,2,85,174,1
5794,m,42851,3,62,116,0
1380,m,44333,1,96,154,1
56030,m,40246,2,79,209,1
61522,m,49964,1,67,72,0
27669,f,42767,3,60,431,1
25083,m,40001,3,94,255,1
1586,m,48784,1,61,408,0
30212,f,43777,3,90,462,1
54446,f,43439,1,98,299,0
44131,m,49425,1,99,385,0
63832,f,47363,3,83,313,1
54765,m,46489,2,60,297,1
55657,f,41762,3,62,110,1
23831,f,49822,1,82,124,1
18457,f,43166,3,89,184,1
91874,m,40553,2,81,39,1
68488,f,44168,1,65,16,1
46470,f,45482,1,97,207,1
36869,f,49093,2,97,212,0
26254,m,45558,3,62,66,1
60316,f,42605,3,84,87,1
46073,m,46108,2,95,76,1
27007,f,44254,1,62,213,1
59858,m,40590,3,87,313,0
82945,f,48664,3,66,227,0
86234,m,46184,1,90,94,0
46322,f,41336,3,67,354,1
60473,m,45856,2,62,299,1
38155,m,43510,3,66,107,1
12872,m,45134,1,63,127,0
59473,m,49384,3,69,124,1
84793,m,48809,2,81,20,1
21468,f,40797,1,60,349,0
95997,m,42648,2,99,161,1
81994,m,44615,3,95,384,0
64427,f,48114,2,67,276,0
7698,m,48991,3,67,242,1
37447,m,40838,3,89,242,0
66899,f,45936,2,68,401,1
34623,m,43697,3,74,288,1
32544,m,42767,3,69,132,0
87059,m,46062,2,70,126,1
25059,m,46568,3,87,6,0
45390,f,44313,3,67,177,1
85886,m,46935,3,78,237,1
11401,f,43356,1,91,35,0
46065,f,44562,2,89,431,0
64425,f,48078,3,60,182,1
71558,m,45403,2,73,259,0
52277,f,42890,3,95,290,1
75601,m,47301,3,64,397,1
939,m,45761,2,81,179,1
23257,m,47961,1,67,321,0
86345,f,43695,1,61,326,1
54560,f,49910,1,86,164,0
92009,f,45199,3,82,203,1
46020,f,49479,1,62,44,0
5396,f,48417,2,87,176,0
91810,f,42338,1,95,428,0
31576,f,45946,3,80,207,1
87569,m,42605,1,80,218,0
82945,m,41231,1,88,389,0
46073,m,41104,2,64,262,1
36670,m,43339,3,71,330,1
56576,m,44232,3,77,345,1
11295,m,41599,2,91,327,1
87569,f,41356,2,64,44,0
24130,f,43199,1,64,4,1
34793,m,47182,2,83,280,0
18619,f,41625,3,91,66,0
85960,m,47467,1,96,428,0
9759,m,41258,2,64,118,0
49824,m,44928,2,97,35,1
9620,m,49707,1,65,160,0
33406,m,49910,3,87,216,1
64425,m,42088,3,69,87,1
22538,m,42676,2,60,17,1
87569,m,45972,2,69,290,1
5044,m,49184,3,63,209,0
10858,m,45145,2,67,44,1
88327,m,48524,2,75,427,1
11228,f,47887,1,73,174,0
82084,m,47963,3,70,373,1
11228,f,40378,1,68,18,0
66899,m,41579,2,70,19,1
71419,f,44435,1,87,14,1
26479,f,40309,3,86,155,1
76522,m,49315,2,61,50,0
73400,f,45831,3,84,358,1
46470,m,43846,1,74,230,0
99819,f,49910,3,98,317,0
49824,m,44394,1,88,311,1
35589,f,42604,3,79,173,1
34280,m,49771,1,92,470,1
51514,m,40034,2,95,207,1
65886,m,47943,2,67,60,1
78746,m,47705,2,73,263,0
30803,f,44737,3,87,36,0
24153,m,47465,2,89,158,0
83264,f,48668,3,62,406,1
37893,m,42848,2,85,220,1
92516,m,44772,2,96,297,1
83264,f,43056,1,85,335,0
4284,m,40381,3,82,43,0
23795,m,46441,1,60,435,0
50163,m,44955,1,68,316,1
